,SchoolYear,OrganizationLevel,DistrictName,StudentGroupType,StudentGroup,Domain,PreparedForK_Percent
2951,2019-20,School,Auburn School District,FreeLunch,Low-Income,NumberofDomains,
2952,2019-20,School,Auburn School District,FreeLunch,Low-Income,Physical,0.4440
2953,2019-20,School,Auburn School District,FreeLunch,Low-Income,SocialEmotional,0.5000
2954,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Cognitive,0.9550
2955,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Language,0.6820
2956,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Literacy,0.9530
2957,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Math,0.7910
2958,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,NumberofDomains,
2959,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Physical,0.6820
2960,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,SocialEmotional,0.9090
2961,2019-20,School,Auburn School District,Gender,Female,Literacy,1.0000
2962,2019-20,School,Auburn School District,Gender,Female,Math,0.6670
2963,2019-20,School,Auburn School District,Gender,Female,NumberofDomains,
2964,2019-20,School,Auburn School District,Gender,Female,Cognitive,1.0000
2965,2019-20,School,Auburn School District,Gender,Female,Language,0.7890
2966,2019-20,School,Auburn School District,Gender,Female,Physical,0.6840
2967,2019-20,School,Auburn School District,Gender,Female,SocialEmotional,1.0000
2968,2019-20,School,Auburn School District,Gender,Male,Cognitive,0.8050
2969,2019-20,School,Auburn School District,Gender,Male,Language,0.5120
2970,2019-20,School,Auburn School District,Gender,Male,Literacy,0.7500
2971,2019-20,School,Auburn School District,Gender,Male,Math,0.7000
2972,2019-20,School,Auburn School District,Gender,Male,NumberofDomains,
2973,2019-20,School,Auburn School District,Gender,Male,Physical,0.5710
2974,2019-20,School,Auburn School District,Gender,Male,SocialEmotional,0.6900
2975,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Cognitive,0.8690
2976,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Language,0.5900
2977,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Literacy,0.8310
2978,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Math,0.6900
2979,2019-20,School,Auburn School District,isHomeless,Non-Homeless,NumberofDomains,
2980,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Physical,0.6130
2981,2019-20,School,Auburn School District,isHomeless,Non-Homeless,SocialEmotional,0.7900
2982,2019-20,School,Auburn School District,isMigrant,Non Migrant,Cognitive,0.8690
2983,2019-20,School,Auburn School District,isMigrant,Non Migrant,Language,0.5900
2984,2019-20,School,Auburn School District,isMigrant,Non Migrant,Literacy,0.8310
2985,2019-20,School,Auburn School District,isMigrant,Non Migrant,Math,0.6900
2986,2019-20,School,Auburn School District,isMigrant,Non Migrant,NumberofDomains,
2987,2019-20,School,Auburn School District,isMigrant,Non Migrant,Physical,0.6130
2988,2019-20,School,Auburn School District,isMigrant,Non Migrant,SocialEmotional,0.7900
2989,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Cognitive,0.4000
2990,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Language,0.2000
2991,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Literacy,0.4000
2992,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Math,0.4000
2993,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,NumberofDomains,
2994,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Physical,0.3000
2995,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,SocialEmotional,0.3000
2996,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Cognitive,0.9610
2997,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Language,0.6670
2998,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Literacy,0.9180
2999,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Math,0.7500
3000,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,NumberofDomains,
3001,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Physical,0.6730
3002,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,SocialEmotional,0.8850
3003,2019-20,School,Auburn School District,All,All Students,Cognitive,0.8900
3004,2019-20,School,Auburn School District,All,All Students,Language,0.8290
3005,2019-20,School,Auburn School District,All,All Students,Literacy,0.9020
3006,2019-20,School,Auburn School District,All,All Students,Math,0.6750
3007,2019-20,School,Auburn School District,All,All Students,NumberofDomains,
3008,2019-20,School,Auburn School District,All,All Students,Physical,0.8780
3009,2019-20,School,Auburn School District,All,All Students,SocialEmotional,0.6220
3010,2019-20,School,Auburn School District,Bilingual,English Language Learners,Cognitive,0.7860
3011,2019-20,School,Auburn School District,Bilingual,English Language Learners,Language,0.7140
3012,2019-20,School,Auburn School District,Bilingual,English Language Learners,Literacy,0.5710
3013,2019-20,School,Auburn School District,Bilingual,English Language Learners,Math,0.4170
3014,2019-20,School,Auburn School District,Bilingual,English Language Learners,NumberofDomains,
3015,2019-20,School,Auburn School District,Bilingual,English Language Learners,Physical,0.7860
3016,2019-20,School,Auburn School District,Bilingual,English Language Learners,SocialEmotional,0.4290
3017,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Cognitive,0.9120
3018,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Language,0.8530
3019,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Literacy,0.9710
3020,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Math,0.7210
3021,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,NumberofDomains,
3022,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Physical,0.8970
3023,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,SocialEmotional,0.6620
3024,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Cognitive,0.8570
3025,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Language,0.8570
3026,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Literacy,0.8570
3027,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Math,0.7140
3028,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,NumberofDomains,
3029,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Physical,0.9290
3030,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,SocialEmotional,0.7140
3031,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Cognitive,
3032,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Language,
3033,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Literacy,
3034,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Math,
3035,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,NumberofDomains,
3036,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Physical,
3037,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,SocialEmotional,
3038,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Cognitive,0.8330
3039,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Language,0.6670
3040,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Literacy,0.6670
3041,2019-20,School,Muckleshoot Indian Tribe,Gender,Male,Math,0.7270
3042,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Math,0.4000
3043,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),NumberofDomains,
3044,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Physical,0.9170
3045,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),SocialEmotional,0.3330
3046,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Cognitive,0.9380
3047,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Language,0.9380
3048,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Literacy,1.0000
3049,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Math,0.6880
3050,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,NumberofDomains,
3051,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Physical,0.8130
3052,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,SocialEmotional,0.6250
3053,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Cognitive,0.9440
3054,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Language,0.8330
3055,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Literacy,0.9720
3056,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Math,0.7500
3057,2019-20,School,Auburn School District,FederalRaceEthnicity,White,NumberofDomains,
3058,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Physical,0.8890
3059,2019-20,School,Auburn School District,FederalRaceEthnicity,White,SocialEmotional,0.7220
3060,2019-20,School,Auburn School District,FreeLunch,Low-Income,Cognitive,0.8000
3061,2019-20,School,Auburn School District,FreeLunch,Low-Income,Language,0.6000
3062,2019-20,School,Auburn School District,FreeLunch,Low-Income,Literacy,0.6670
3063,2019-20,School,Auburn School District,FreeLunch,Low-Income,Math,0.4290
3064,2019-20,School,Auburn School District,FreeLunch,Low-Income,NumberofDomains,
3065,2019-20,School,Auburn School District,FreeLunch,Low-Income,Physical,0.9330
3066,2019-20,School,Auburn School District,FreeLunch,Low-Income,SocialEmotional,0.4670
3067,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Cognitive,0.9100
3068,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Language,0.8810
3069,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Literacy,0.9550
3070,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Math,0.7270
3071,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,NumberofDomains,
3072,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Physical,0.8660
3073,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,SocialEmotional,0.6570
3074,2019-20,School,Auburn School District,Gender,Female,Cognitive,0.9270
3075,2019-20,School,Auburn School District,Gender,Female,Language,0.8540
3076,2019-20,School,Auburn School District,Gender,Female,Literacy,0.9270
3077,2019-20,School,Auburn School District,Gender,Female,Math,0.6500
3078,2019-20,School,Auburn School District,Gender,Female,NumberofDomains,
3079,2019-20,School,Auburn School District,Gender,Female,Physical,0.8780
3080,2019-20,School,Auburn School District,Gender,Female,SocialEmotional,0.6340
3081,2019-20,School,Auburn School District,Gender,Male,Cognitive,0.8540
3082,2019-20,School,Auburn School District,Gender,Male,Language,0.8050
3083,2019-20,School,Auburn School District,Gender,Male,Literacy,0.8780
3084,2019-20,School,Auburn School District,Gender,Male,Math,0.7000
3085,2019-20,School,Auburn School District,Gender,Male,NumberofDomains,
3086,2019-20,School,Auburn School District,Gender,Male,Physical,0.8780
3087,2019-20,School,Auburn School District,Gender,Male,SocialEmotional,0.6100
3088,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Cognitive,0.8900
3089,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Language,0.8290
3090,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Literacy,0.9020
3091,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Math,0.6750
3092,2019-20,School,Auburn School District,isHomeless,Non-Homeless,NumberofDomains,
3093,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Physical,0.8780
3094,2019-20,School,Auburn School District,isHomeless,Non-Homeless,SocialEmotional,0.6220
3095,2019-20,School,Auburn School District,isMigrant,Non Migrant,Cognitive,0.8900
3096,2019-20,School,Auburn School District,isMigrant,Non Migrant,Language,0.8290
3097,2019-20,School,Auburn School District,isMigrant,Non Migrant,Literacy,0.9020
3098,2019-20,School,Auburn School District,isMigrant,Non Migrant,Math,0.6750
3099,2019-20,School,Auburn School District,isMigrant,Non Migrant,NumberofDomains,
3100,2019-20,School,Auburn School District,isMigrant,Non Migrant,Physical,0.8780
3101,2019-20,School,Auburn School District,isMigrant,Non Migrant,SocialEmotional,0.6220
3102,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Cognitive,0.8180
3103,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Language,0.5450
3104,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Literacy,1.0000
3105,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Math,0.7000
3106,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,NumberofDomains,
3107,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Physical,0.8180
3108,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,SocialEmotional,0.6360
3109,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Cognitive,0.9010
3110,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Language,0.8730
3111,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Literacy,0.8870
3112,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Math,0.6710
